filename,label,location,text_description
1184.jpg,Storm_Surge,Kochi Harbor,"Dangerous storm surge observed at Kochi Harbor, authorities alerted"
1185.jpg,High_Waves,Marina beach Chennai,"Huge waves crashing near Marina beach Chennai, boats overturned"
1186.jpg,Flood,Kochi Harbor,Shops and houses submerged in water near Kochi Harbor
1187.jpg,High_Waves,Rameswaram Shore,"Strong waves hitting the shore at Rameswaram Shore, people moving inland"
1188.jpg,Storm_Surge,Andaman Islands,Strong winds pushing seawater inland near Andaman Islands
1189.jpg,High_Waves,Visakhapatnam,High tides making fishing risky at Visakhapatnam
1190.jpg,Tsunami,Mangalore Coast,Earthquake tremors followed by sea water rushing in at Mangalore Coast
1191.jpg,Tsunami,Goa Beach,People evacuating Goa Beach due to tsunami threat
1192.jpg,High_Waves,Mangalore Coast,High tides making fishing risky at Mangalore Coast
1193.jpg,no_hazard,Mumbai Coast,"Sunny weather at Mumbai Coast, peaceful situation"
1194.jpg,High_Waves,Visakhapatnam,High tides making fishing risky at Visakhapatnam
1195.jpg,no_hazard,Lakshadweep Islands,"Tourists enjoying the beach at Lakshadweep Islands, everything normal"
1196.jpg,Storm_Surge,Pondicherry Beach,"Cyclone impact causing storm surge at Pondicherry Beach, water levels rising fast"
1197.jpg,no_hazard,Nagapattinam,"Sunny weather at Nagapattinam, peaceful situation"
1198.jpg,Flood,Nicobar Islands,Roads flooded around Nicobar Islands due to rising sea levels
1199.jpg,High_Waves,Odisha Coast,"Huge waves crashing near Odisha Coast, boats overturned"
1200.jpg,High_Waves,Visakhapatnam,Unusually strong currents observed at Visakhapatnam
